2 10 0.045454545454545456
2 10 0.09090909090909091
2 10 0.13636363636363635
2 10 0.18181818181818182
2 10 0.22727272727272727
2 10 0.2727272727272727
2 10 0.3181818181818182
1 10 0.045454545454545456
1 10 0.09090909090909091
1 10 0.13636363636363635
1 10 0.18181818181818182
1 10 0.22727272727272727
1 10 0.2727272727272727
1 10 0.3181818181818182
1 10 0.36363636363636365
1 10 0.4090909090909091
1 10 0.45454545454545453
1 10 0.5
1 10 0.5454545454545454
1 10 0.5909090909090909
1 10 0.6363636363636364
1 10 0.6818181818181818
1 10 0.7272727272727273
1 10 0.7727272727272727
1 10 0.8181818181818182
1 10 0.8636363636363636
1 10 0.9090909090909091
2 20 0.045454545454545456
2 20 0.09090909090909091
2 20 0.13636363636363635
2 20 0.18181818181818182
2 20 0.22727272727272727
2 20 0.2727272727272727
2 20 0.3181818181818182
2 20 0.36363636363636365
2 20 0.4090909090909091
2 20 0.45454545454545453
2 20 0.5
2 20 0.5454545454545454
2 20 0.5909090909090909
2 20 0.6363636363636364
2 20 0.6818181818181818
2 20 0.7272727272727273
2 20 0.7727272727272727
2 20 0.8181818181818182
2 20 0.8636363636363636
2 20 0.9090909090909091
3 30 0.045454545454545456
3 30 0.09090909090909091
3 30 0.13636363636363635
3 30 0.18181818181818182
3 30 0.22727272727272727
3 30 0.2727272727272727
3 30 0.3181818181818182
3 30 0.36363636363636365
3 30 0.4090909090909091
3 30 0.45454545454545453
3 30 0.5
3 30 0.5454545454545454
3 30 0.5909090909090909
3 30 0.6363636363636364
3 30 0.6818181818181818
3 30 0.7272727272727273
3 30 0.7727272727272727
3 30 0.8181818181818182
3 30 0.8636363636363636
3 30 0.9090909090909091
4 40 0.045454545454545456
4 40 0.09090909090909091
4 40 0.13636363636363635
4 40 0.18181818181818182
4 40 0.22727272727272727
4 40 0.2727272727272727
4 40 0.3181818181818182
4 40 0.36363636363636365
4 40 0.4090909090909091
4 40 0.45454545454545453
4 40 0.5
4 40 0.5454545454545454
4 40 0.5909090909090909
4 40 0.6363636363636364
4 40 0.6818181818181818
4 40 0.7272727272727273
4 40 0.7727272727272727
4 40 0.8181818181818182
4 40 0.8636363636363636
