0.1	0.47	0.1	0.369880952
0.2	0.604285714	0.2	0.455299423
0.3	0.615714286	0.3	0.565091298
0.4	0.711190476	0.4	0.668949155
0.5	0.741031746	0.5	0.75220292
0.6	0.746984127	0.6	0.827747144
0.7	0.811111111	0.7	0.886979397
0.8	0.880555556	0.8	0.918360853
0.9	0.880555556	0.9	0.94502924
		0.1	0.368827654
		0.2	0.45181473
		0.3	0.545263106
		0.4	0.698806511
		0.5	0.768096541
		0.6	0.824980948
		0.7	0.905335489
		0.8	0.922180479
		0.9	0.948435855
		0.1	0.294352314
		0.2	0.424691968
		0.3	0.542716118
		0.4	0.66280148
		0.5	0.777385593
		0.6	0.822479753
		0.7	0.899683216
		0.8	0.945786723
		0.9	0.969934712
		0.1	0.256580028
		0.2	0.404360259
		0.3	0.539444052
		0.4	0.63404247
		0.5	0.727862577
		0.6	0.828115083
		0.7	0.891970224
		0.8	0.948798878
		0.9	0.970440507
		0.1	0.251237448
		0.2	0.405599884
		0.3	0.553068643
		0.4	0.658877822
		0.5	0.766027529
		0.6	0.851492326
		0.7	0.898068275
		0.8	0.947132305
		0.9	0.974965134
		0.1	0.24793515
		0.2	0.387333377
		0.3	0.534878735
		0.4	0.671114538
		0.5	0.756230977
		0.6	0.842060638
		0.7	0.90762157
		0.8	0.951320181
		0.9	0.978740692
		0.1	0.238797291
		0.2	0.382346135
		0.3	0.533313647
		0.4	0.657164411
		0.5	0.75529716
		0.6	0.827330876
		0.7	0.899491215
		0.8	0.89994912
