0.1	0.55401662
0.2	0.55401662
0.3	0.55401662
0.4	0.55401662
0.5	0.55401662
0.6	0.55401662
0.7	0.55401662
0.8	0.55401662
0.9	0.55401662
0.1	0.535077289
0.2	0.535077289
0.3	0.535077289
0.4	0.535077289
0.5	0.535077289
0.6	0.535077289
0.7	0.535077289
0.8	0.535077289
0.9	0.535077289
0.1	0.525969757
0.2	0.525969757
0.3	0.525969757
0.4	0.525969757
0.5	0.525969757
0.6	0.525969757
0.7	0.525969757
0.8	0.525969757
0.9	0.525969757
0.1	0.52061641
0.2	0.52061641
0.3	0.52061641
0.4	0.52061641
0.5	0.52061641
0.6	0.52061641
0.7	0.52061641
0.8	0.52061641
0.9	0.52061641
0.1	0.517092789
0.2	0.517092789
0.3	0.517092789
0.4	0.517092789
0.5	0.517092789
0.6	0.517092789
0.7	0.517092789
0.8	0.517092789
0.9	0.517092789
0.1	0.514597774
0.2	0.514597774
0.3	0.514597774
0.4	0.514597774
0.5	0.514597774
0.6	0.514597774
0.7	0.514597774
0.8	0.514597774
0.9	0.514597774
0.1	0.512738343
0.2	0.512738343
0.3	0.512738343
0.4	0.512738343
0.5	0.512738343
0.6	0.512738343
0.7	0.512738343
0.8	0.512738343
